source,target,distance_km
8006,55029,5.337743062381328
8006,41013,6.888193159312535
8006,67005,7.639873559163136
8006,27034,8.18606798163807
8009,41016,1.31906027155699
8009,21003,1.9062827702101282
8009,40013,4.32757079664793
8009,33013,4.640624957912458
8009,27049,4.924576428486007
8011,54020,3.061371098053942
8011,54027,5.054707212094485
8011,2001,5.20954518168333
8011,26006,5.680986974109341
8011,28066,5.73645962245007
8013,55016,2.423398646529291
8013,79003,3.838722313478796
8013,27090,4.123172686172627
8013,17018,4.202776820151173
8013,69015,5.375088929496887
9002,54020,0.2697721260619784
9002,96004,3.5649880785214414
9002,27043,3.997584395606927
9002,63004,4.977553214180638
9002,17001,5.095789732710721
9003,34004,0.9283027523389124
9003,39087,2.2366568802567817
9003,17018,4.371167349804855
9003,54080,4.501902375662982
9003,14002,4.964060535489066
9004,67018,1.025654912726498
9004,42004,2.9917722172652117
9004,13008,3.014632481746324
9004,28091,3.930814292230046
9004,67005,3.9850562103940264
9005,69023,1.9426046947333366
9005,66004,2.933709256214733
9005,55025,3.245833791185248
9005,28067,4.291274169754247
9005,40007,5.3942562972109505
10002,71006,1.8728929494234314
10002,48003,2.085892614685617
10002,57009,3.7109850444322734
10002,17004,3.8102850287084826
10002,61001,5.409336465778404
10003,61001,1.7991164498164092
10003,28046,1.9175244457372638
10003,71008,3.5240977568733816
10003,35008,3.6310056458232065
10003,55021,4.4942082728774375
11001,58002,2.60375306048788
11001,64002,3.146617231250093
11001,54024,5.09706268354628
11001,96001,6.172397913291073
11001,17003,6.182040844252002
11003,76011,1.4996672964361129
11003,79003,1.7872526402274524
11003,84017,1.9746789612491442
11003,40011,4.727195574545229
11003,67033,4.74970672778857
11004,28012,1.6078149769174312
11004,39007,4.169495053360778
11004,8005,5.122105816946776
11004,34005,5.6837763854676755
11004,27026,6.337926553692461
12001,33028,0.9991821655734253
12001,39088,1.2923296793001389
12001,23001,3.527323773060817
12001,28052,4.610371460088655
12001,42026,5.830358565302824
12002,21018,2.809612072867
12002,54008,3.0006867547279907
12002,76011,5.767484200238437
12002,42010,7.201822616532568
12002,56013,7.2211467233397215
12005,55016,3.2240584672117842
12005,53022,4.370796266128175
12005,27038,4.758623855696098
12005,40006,5.219025579550268
12005,15012,5.617962086023721
12006,27071,1.7218922730531083
12006,53009,4.186391405494714
12006,72005,4.339114771471251
12006,45004,5.047303438470884
12006,16001,5.200474593726999
12007,33035,1.911727229496928
12007,27084,2.3064023933390287
12007,65008,2.5014301909107917
12007,57009,2.670189880888623
12007,69017,3.1045167095701065
12008,27032,1.9114447415502234
12008,75004,2.428869078398422
12008,42006,3.566163204341607
12008,83004,3.810222171999948
12008,39108,3.916205433835156
12009,69027,3.61154205291867
12009,38018,3.8307165126122293
12009,47001,4.004874155326232
12009,85001,4.592899737638521
12009,12008,5.500711317638838
13001,37010,2.7897213122460816
13001,6008,2.8317203251733742
13001,80002,4.142203399158472
13001,84012,4.351370473770304
13001,38021,4.949168111915376
13004,27026,3.8976120894722195
13004,41029,4.880443627376511
13004,70002,5.325050422296488
13004,96001,5.5304178865615565
13004,28080,5.6196580856845735
13005,26005,1.235165575945185
13005,33054,1.6816768417267332
13005,35008,1.9941175993406206
13005,27079,2.7701265314061017
13005,28012,3.3573014461022113
13007,82003,3.3301935379193806
13007,69043,3.878639065445508
13007,35003,4.013617943950321
13007,39120,4.4408603896092025
13007,64001,4.484271178240674
13008,21003,0.9392944160379109
13008,54004,1.717291472057088
13008,9004,3.014632481746324
13008,34002,3.8589252389752255
13008,73009,4.114279159220969
14001,43007,3.843392902111362
14001,47011,4.762679602912629
14001,84014,5.38296693283546
14001,40011,7.544070055348107
14001,39036,7.610708377017214
14002,28115,2.322144267697423
14002,28060,3.367442501365094
14002,54048,3.7406192000790455
14002,25020,4.0675856475309775
14002,9003,4.964060535489066
14005,39028,2.6721556840872878
14005,19001,2.71823766437006
14005,54016,3.3164862429987556
14005,27003,3.95226428772166
14005,39015,4.933488015593025
15006,67015,4.312853463775462
15006,28008,4.553996925778497
15006,54057,5.485924990373092
15006,39120,5.783166087879545
15006,29005,6.07044421768292
15007,42016,2.3440136518373778
15007,17003,4.692847323320885
15007,17018,5.030617158957735
15007,15011,6.055960122061571
15007,27023,6.152950674270029
15010,39099,0.5965249366120414
15010,21015,2.9499920338875496
15010,34003,2.956162715413345
15010,39143,4.458760926535533
15010,21022,4.560189908326187
15011,47005,1.6193137435345875
15011,44001,2.946450406845498
15011,33034,4.147412808004527
15011,37018,4.912665467951181
15011,52011,5.42868989720356
15012,40017,1.9402208637162934
15012,40033,3.406822566556703
15012,42024,5.200835413661925
15012,12005,5.617962086023721
15012,20007,6.782733151171437
15013,39027,1.8604784330918753
15013,33033,2.6826196152268778
15013,2002,2.9589460961632943
15013,106001,3.917738633446596
15013,28003,4.098102243722086
15014,53007,1.9599043344000238
15014,17003,5.588900160138844
15014,95001,6.577490250847963
15014,48011,6.742618556614337
15014,25021,7.593345310204192
15016,28060,0.9776712126272308
15016,28091,2.9589866508654614
15016,41016,3.19231577385446
15016,45005,3.9621696076770867
15016,84004,4.862156106091207
15021,96004,0.692275234281857
15021,54029,1.914092996695824
15021,95001,2.526641446663931
15021,40010,3.0773173382022203
15021,18003,3.4544768055379964
15023,39020,1.8008089848731874
15023,21006,2.022673972740046
15023,40018,2.45213070614109
15023,33035,5.053289225840928
15023,68003,5.46538800086508
15024,53006,1.5566072080007853
15024,55026,4.2763278639505655
15024,26005,4.781218673099986
15024,52004,4.9797735892307395
15024,52005,5.199251676924286
15025,30015,2.863507115409354
15025,38021,5.563354833191929
15025,30011,6.221349371318091
15025,41020,7.358077602200184
15025,38012,7.633708469675797
15030,33053,0.5818461996094844
15030,21006,1.4952538246063778
15030,54063,1.8660142014464949
15030,36012,2.933136546429436
15030,54012,2.958833553953314
15039,39035,1.4906834003234892
15039,38004,2.7381776786760934
15039,45004,3.1403709971912552
15039,58001,3.2952917928462724
15039,69023,3.4407361131013814
16001,33031,2.28255142329806
16001,40009,3.330671103546551
16001,53017,3.768270956287512
16001,40006,4.81754180054517
16001,30015,4.881295934482973
16003,48011,3.325490039076948
16003,84030,3.75308220000575
16003,58001,4.201840668088213
16003,40005,4.449651671760386
16003,56012,4.459462860031463
16004,39015,3.2184190218180104
16004,16001,5.283877080326529
16004,40018,5.365727723245002
16004,27041,5.89758204690702
16004,54001,6.042537298188568
17001,34005,3.679558669188467
17001,57004,4.28959508578607
17001,9002,5.095789732710721
17001,52007,5.4334616958252315
17001,18014,5.763932685241909
17003,60012,1.430850096970329
17003,69023,3.32696528385855
17003,25003,3.8247704506283773
17003,65008,4.497357557499737
17003,15007,4.692847323320885
17004,41016,0.8213014063058701
17004,65006,2.3190767559526786
17004,25012,3.5376649078170193
17004,10002,3.8102850287084826
17004,33053,3.9707394777295577
17005,89003,2.2836928427439624
17005,66006,2.668039167628541
17005,67033,5.3562165751582524
17005,72007,6.019116629539587
17005,53017,6.105291147848725
17015,33032,3.4830275623371114
17015,41005,4.160109734129618
17015,68005,4.701567929956984
17015,61002,4.775203974700975
17015,45003,6.813833062234501
17018,47008,2.479222862108205
17018,40005,2.5191008316460857
17018,8013,4.202776820151173
17018,9003,4.371167349804855
17018,34003,4.408569155633152
18001,31025,1.5336779322921745
18001,46003,4.959820964510715
18001,40022,5.284996310310917
18001,15010,5.524920451916028
18001,37009,6.028901226591791
18002,27065,3.74596663092452
18002,84009,3.977017224000922
18002,79006,4.013397812328103
18002,41029,5.363174153428173
18002,44011,6.728120094053019
18003,22007,1.1643478861577412
18003,15021,3.4544768055379964
18003,84018,3.6062852078004033
18003,60010,4.058542718760023
18003,39016,5.035162062933029
18008,101002,1.9342373173941196
18008,57007,3.94120210088242
18008,41011,5.031430909790971
18008,33039,5.768977725732697
18008,25029,5.817728078898154
18010,84009,5.0976795701573865
18010,67001,5.830645247311827
18010,76005,6.620477701797658
18010,25001,7.140873896099833
18010,18011,7.349389430422095
18011,33024,0.8118774538069153
18011,48004,0.9097785444821174
18011,39069,1.8585943613386973
18011,67008,2.058469820036233
18011,31023,2.5695612465944455
18014,33022,3.3056976570763394
18014,71006,4.935235961937382
18014,17001,5.763932685241909
18014,73010,6.9968268522237995
18014,54007,7.370960385187265
18017,37018,3.1465175988702176
18017,33020,3.748137270698607
18017,18018,5.193531072401512
18017,80006,5.57160273171015
18017,84013,5.6298420937003195
18018,69027,2.144999067598865
18018,28072,2.3250808588090006
18018,84005,3.6642004584902286
18018,33034,4.28193706165796
18018,18017,5.193531072401512
19001,14005,2.71823766437006
19001,36011,2.742864378710694
19001,37031,3.2629118897083322
19001,68001,4.429508437738887
19001,56002,4.796519571522668
19006,37020,0.7608429535718918
19006,65004,1.374133909049624
19006,19017,4.412233108075773
19006,21023,4.734138570004051
19006,43008,5.578798168064516
19010,41023,1.1500473903278943
19010,93001,2.0322558893997575
19010,27084,4.083381074550844
19010,22009,4.119557379136745
19010,76005,4.463522935977813
19017,55014,0.8893486380492186
19017,27065,1.6680455629268645
19017,77004,4.0302441613381195
19017,53022,4.266860438308242
19017,19006,4.412233108075773
19020,40010,0.8996088038697709
19020,57006,2.7383531547263953
19020,34012,3.427011088397585
19020,50007,3.566468281087048
19020,45005,3.8629900336397456
20002,27030,3.5224424764643074
20002,15039,3.5920144765855273
20002,42027,3.705429124946259
20002,51001,4.704964399440234
20002,73015,5.593693323735223
20003,23004,1.442110259307519
20003,101002,3.2309664188907936
20003,79004,4.27337852290199
20003,81007,5.901981531655279
20003,53022,6.153133916956464
20007,39010,4.530444790525539
20007,28015,5.383868683391154
20007,39019,5.437395332325948
20007,38018,5.588890766511723
20007,55029,5.623571996516094
21003,13008,0.9392944160379109
21003,8009,1.9062827702101282
21003,45012,4.486867169863624
21003,9004,4.918484014409318
21003,28026,5.395691799945583
21006,15030,1.4952538246063778
21006,15023,2.022673972740046
21006,39065,7.236999447284766
21006,75017,7.245681886475558
21006,21011,7.792239472706162
21008,54007,2.5482927618309477
21008,39014,3.7334190763963266
21008,41006,4.828863220262094
21008,24001,5.350006822425557
21008,54016,5.821404383823546
21009,69043,2.869210518592179
21009,27049,3.908610111024122
21009,28031,5.66581415155845
21009,44002,6.037308092188107
21009,37008,6.152706233845396
21011,33032,1.5054929425274635
21011,39078,1.8605359442913216
21011,44009,2.1119055376602427
21011,40012,2.235863367918532
21011,67015,2.268357335165692
21012,27026,2.582729176665645
21012,39072,2.8119916429463303
21012,50007,3.061733659219887
21012,69043,3.1571357272059117
21012,28074,3.301460434413837
21013,42016,0.2171289939183618
21013,27071,2.1471238902308363
21013,84019,2.859974999890733
21013,44002,3.2258257857485115
21013,44001,3.471935771295316
21015,15010,2.9499920338875496
21015,43005,3.4479154572001907
21015,40020,3.5864648332306284
21015,39017,3.774502483771868
21015,39141,4.063787519051655
21016,54007,1.9180649102676375
21016,4001,2.3366471706271787
21016,76014,2.6152615547971485
21016,33028,3.2336759268671313
21016,97002,4.553673242559242
21017,37008,1.685757989748232
21017,55008,2.1451657278634677
21017,45003,2.624189779722496
21017,23008,2.7328448547255664
21017,80002,4.693553131690319
21018,12002,2.809612072867
21018,82001,3.9281620384093117
21018,53023,4.625815063315869
21018,12008,6.196390078101927
21018,76008,6.720001934523531
21022,24004,2.714226593341094
21022,74006,2.9509293451385785
21022,30005,3.2653411766613303
21022,4005,3.884871812557012
21022,15010,4.560189908326187
21023,32008,3.450441276126867
21023,46008,3.7405803025733855
21023,19006,4.734138570004051
21023,39010,5.451098237970034
21023,49004,5.730589149467967
21024,47014,4.66986530855013
21024,28024,5.824235314614271
21024,53008,6.031088210265208
21024,54034,6.254786647040809
21024,27065,6.295046465277282
21026,40016,4.500872470977155
21026,36010,5.8127752407950535
21026,40006,6.152010159289401
21026,22009,6.41285310918627
21026,38012,6.487563641306342
21027,55021,1.0684105016331502
21027,52015,1.9900605518425813
21027,69030,2.7124638246435655
21027,54095,4.11989053252632
21027,54011,4.946742362403766
22001,37018,1.3236797195696548
22001,53028,2.653833830517653
22001,39016,3.1113938998461768
22001,55025,3.4009958835611664
22001,24003,4.308753067884025
22006,72014,4.570737467849144
22006,33024,4.596463423111295
22006,54019,5.11645355690834
22006,4003,5.336450130939106
22006,28055,6.858856537353731
22007,18003,1.1643478861577412
22007,4005,4.575629792717064
22007,30012,4.898680638702629
22007,28009,5.285818479668026
22007,12007,6.506522419849178
22009,52006,0.2220315292925759
22009,19010,4.119557379136745
22009,48003,5.103205659191093
22009,56012,5.266953673614379
22009,27064,6.115781307404639
23001,74007,2.8981706298974186
23001,12001,3.527323773060817
23001,52016,4.825534685400158
23001,47001,5.286044740635478
23001,54022,5.444786864515451
23004,28117,0.5158071344989327
23004,20003,1.442110259307519
23004,96002,2.983981903430381
23004,66006,3.109156316430552
23004,93001,3.3222104087489703
23007,28008,2.3039848089776984
23007,38014,2.8660027913454655
23007,48011,3.8704993217929906
23007,4003,4.644572100850626
23007,21016,5.929790299833545
23008,28046,1.563464102562
23008,21017,2.7328448547255664
23008,84009,3.736749523315685
23008,81007,4.800071041140954
23008,52016,4.857970769776204
23011,76007,0.7240883923941883
23011,80001,1.5718759493038883
23011,28093,2.0262707124172725
23011,75004,5.881051946718376
23011,65006,6.242205459611211
23016,69015,1.6658835493515145
23016,39025,5.012163804186771
23016,52016,6.062596308513374
23016,28003,6.291270539406169
23016,17018,6.804145795028204
24001,48003,0.4835555810866006
24001,39011,0.6233907281954072
24001,72014,1.6693483758640675
24001,39125,2.2489217416353107
24001,41016,2.7047354768997285
24003,69030,2.103867866573374
24003,66011,3.9067963857872092
24003,36010,4.117499362477182
24003,22001,4.308753067884025
24003,81004,4.6187622800919295
24004,53005,2.034693342988078
24004,21022,2.714226593341094
24004,26009,3.964034939301116
24004,24001,4.444192727594068
24004,8004,4.8674930919314106
24005,74006,1.9215020166525978
24005,27003,3.3658343690680916
24005,44001,3.36600326797227
24005,4003,4.195579101864246
24005,42001,4.469450525512056
25001,27065,1.978645243594718
25001,31010,3.90146767255606
25001,28046,4.134861787291082
25001,15013,4.800695053843766
25001,27001,5.025376105327839
25003,17003,3.8247704506283773
25003,39021,4.330887437927705
25003,55021,5.138410843830999
25003,36006,6.376381418955425
25003,77004,7.010539850824613
25006,80004,0.4441272340219636
25006,39081,1.604613660667265
25006,76008,2.6036146028166303
25006,40022,3.656373203052446
25006,54029,5.862152505692769
25012,61001,1.1619380362136356
25012,39125,3.327799573291637
25012,17004,3.5376649078170193
25012,54017,4.401103725203486
25012,77003,5.659708561401373
25020,28024,3.1073979468359054
25020,39054,3.2561217729071497
25020,39020,3.456419679379227
25020,72002,3.971370166579791
25020,14002,4.0675856475309775
25021,30012,0.8011554156341951
25021,34008,3.2611833741756997
25021,25020,4.594860716060935
25021,27080,4.905888910279155
25021,81004,5.125613426703189
25029,56007,3.649390360046456
25029,29005,3.9199179838358864
25029,34003,4.266021331404708
25029,41028,4.428855947081593
25029,23004,4.753027245871834
26003,13005,3.6899249314857343
26003,75004,3.8231264692656977
26003,39143,4.129506023727293
26003,42008,4.602273025364749
26003,12008,5.0016286347548835
26005,13005,1.235165575945185
26005,50011,4.659381182088454
26005,15024,4.781218673099986
26005,21022,4.825499041550003
26005,30005,5.600050892625887
26006,79005,1.6547869953562
26006,63001,4.712653711020999
26006,8011,5.680986974109341
26006,33032,6.8358657096230315
26006,26009,7.199817358794597
26008,68005,2.14751693823355
26008,28093,2.4886695240630083
26008,81006,4.861895926487938
26008,72005,5.385984496821356
26008,27049,5.918859687473593
26009,45012,1.318871108183055
26009,42011,2.586440024435131
26009,54095,3.2808791504717147
26009,24004,3.964034939301116
26009,78003,4.676748443095908
27001,27062,1.3534585327966278
27001,39049,2.4263243806218493
27001,37005,2.561009957028672
27001,28072,3.017575848259659
27001,25001,5.025376105327839
27002,57006,1.7334073381637682
27002,27089,2.5751312587905106
27002,39017,4.544028609064868
27002,57004,5.616169246025265
27002,79002,6.228497892750707
27003,27077,2.460117070385066
27003,24005,3.3658343690680916
27003,54005,3.8590602482988006
27003,14005,3.95226428772166
27003,74006,3.9550804037339113
27006,43009,2.1134457646223144
27006,54002,2.2136289210253826
27006,66004,4.381427278867013
27006,14005,4.940700456413038
27006,68004,6.5408981799138255
27007,81004,4.385461093203313
27007,19020,5.270185765226876
27007,60002,5.850567921150903
27007,28033,6.643372787974494
27007,56002,8.317147648082244
27009,61002,1.4999696663599569
27009,69007,3.7568721032262995
27009,39078,3.91833663689071
27009,33054,3.976755712889591
27009,40021,4.496937291090459
27021,38001,5.082564903668225
27021,28009,5.196953145834587
27021,16003,5.32821630566928
27021,40013,6.243716361270746
27021,9005,6.980196558837007
27023,30014,2.624551771255427
27023,44006,4.247581076330386
27023,29002,4.862669739967953
27023,33058,4.898324815689543
27023,7002,5.181709852934647
27025,39012,3.4083387449019793
27025,56013,4.18434917281051
27025,27026,4.74354150398202
27025,21023,6.719117203918978
27025,43009,6.772537043088063
27026,38018,1.7777390134662623
27026,39001,1.795839914914467
27026,30001,2.1685479012463618
27026,21012,2.582729176665645
27026,28056,3.3522631161649588
27029,54038,2.7449422580447846
27029,55021,3.046107352015027
27029,39027,3.554314139183536
27029,28026,3.9292193881227857
27029,28074,5.25915668144618
27030,36009,2.6506561451836785
27030,40003,3.5164939926011534
27030,20002,3.5224424764643074
27030,60006,4.203374120870042
27030,83013,4.7362949654767075
27032,12008,1.9114447415502234
27032,27043,4.124546035626223
27032,27087,4.205012247306778
27032,49002,7.525694253688493
27032,24001,7.704557222838961
27034,48004,3.652593872852551
27034,77003,4.130278562034285
27034,57004,5.472959437087032
27034,21012,5.9186569422462725
27034,84017,5.961155676544608
27035,41028,1.7598914739267304
27035,67015,2.155210430561248
27035,79005,4.904132339160516
27035,12007,5.496510165550501
27035,33021,6.279544012107886
27038,40012,1.0269805256186701
27038,27041,3.352037738451046
27038,7001,3.6178973175036355
27038,28001,4.199195399121122
27038,65006,4.269199690808571
27041,27038,3.352037738451046
27041,66001,3.948601777844912
27041,16004,5.89758204690702
27041,21015,7.751203519454253
27041,50002,9.513319977799549
27042,52004,6.264231557022777
27042,33033,6.67074448618743
27042,45001,6.905841295598965
27042,84009,7.300749687532096
27042,9003,7.828798439096513
27043,40011,2.6311489885599406
27043,9002,3.997584395606927
27043,27032,4.124546035626223
27043,46003,5.203797555631849
27043,85001,6.941325665894087
27049,39078,0.5991544041397009
27049,28082,1.669415766069076
27049,30001,3.0041318213420665
27049,21009,3.908610111024122
27049,27065,4.8667846675192035
27051,39142,3.0266590491827783
27051,52009,4.725185710636144
27051,7002,5.085029498439512
27051,58009,5.448062499641501
27051,55023,5.642669580969632
27062,27001,1.3534585327966278
27062,96002,4.768907736578681
27062,41022,5.079739363392575
27062,58006,5.3755403449327765
27062,58009,5.7852153806059805
27064,40021,1.0685583746337866
27064,36009,4.673775026678113
27064,28009,5.3208709813337896
27064,22009,6.115781307404639
27064,39005,6.485030763226956
27065,53028,1.5797205449065985
27065,19017,1.6680455629268645
27065,81003,1.7044896596928947
27065,25001,1.978645243594718
27065,18002,3.74596663092452
27071,37008,1.0159261784204598
27071,12006,1.7218922730531083
27071,21013,2.1471238902308363
27071,39042,4.365533300754904
27071,66006,5.314657655954897
27073,27087,2.069439537652647
27073,65008,3.297077645430875
27073,80004,5.406093321429071
27073,19006,5.751754949578433
27073,55007,6.763384433846712
27077,54038,0.8341252903491178
27077,84026,1.3673715661808974
27077,41020,2.2613292551063857
27077,27003,2.460117070385066
27077,21013,4.227675129429886
27079,30014,1.075673277533657
27079,54028,1.6047062036397814
27079,38029,2.2243709223059
27079,13005,2.7701265314061017
27079,68005,5.77165946673918
27080,65001,1.3802220835793058
27080,41005,2.904545403329065
27080,55014,3.3385135914056123
27080,31023,3.8043350273076637
27080,42011,4.027684446428245
27084,28040,1.0020319356188205
27084,12007,2.3064023933390287
27084,43021,3.8198177967018268
27084,19010,4.083381074550844
27084,84017,4.138538147703848
27087,41001,0.9147660903203616
27087,27073,2.069439537652647
27087,28033,2.4419180985446665
27087,68001,3.6965326997065775
27087,33014,3.8843512971923637
27089,89005,1.8600056451527236
27089,67033,2.190948881192804
27089,27002,2.5751312587905106
27089,41020,2.6298866895742865
27089,82003,3.5412547211405165
27090,39105,2.6860636626856036
27090,96004,3.2307735915721487
27090,40003,3.8076182844397626
27090,8013,4.123172686172627
27090,34003,4.652026225205529
28001,43005,1.5740825899551776
28001,27038,4.199195399121122
28001,41025,4.226018693758938
28001,88001,5.149429871354692
28001,42010,5.4153216894289855
28003,15013,4.098102243722086
28003,40005,5.036751333945324
28003,83007,5.326986859379325
28003,47018,5.846695647970741
28003,60003,6.214887931411153
28008,39054,1.1702175011509612
28008,41025,1.4719307048906887
28008,59001,2.1813289527258375
28008,23007,2.3039848089776984
28008,101005,4.181204611113883
28009,52015,1.8472882828622066
28009,42001,3.26348065721248
28009,39141,3.577432878475849
28009,89002,4.183608609800873
28009,28022,4.412687389788676
28012,11004,1.6078149769174312
28012,93001,2.5234745887367285
28012,13005,3.3573014461022113
28012,74005,3.8702926245957165
28012,43006,4.341547419987486
28015,38012,2.2644540180802966
28015,20007,5.383868683391154
28015,69007,6.157832898025084
28015,38003,6.583811813835507
28015,36009,6.751926613937684
28018,58010,5.369660417568322
28018,27071,6.733109385714745
28018,28008,7.214011713325672
28018,52011,7.517886205576671
28018,28031,7.779173477947385
28022,30004,3.114433816924033
28022,28009,4.412687389788676
28022,54012,4.468480054783729
28022,15021,4.587929925358494
28022,53028,5.048699238417753
28023,24001,3.1795378595009685
28023,39056,3.8464612307938317
28023,39005,3.978476341515681
28023,35003,5.027732093101223
28023,33034,7.137773952711027
28024,25020,3.1073979468359054
28024,36011,4.222299965658527
28024,33021,4.914410239286093
28024,41028,5.5735497665312
28024,21024,5.824235314614271
28026,45001,3.5876778004720546
28026,54029,3.6464034335218583
28026,27029,3.9292193881227857
28026,72005,4.543501733244965
28026,33013,4.717295835539679
28031,52007,2.745137519323941
28031,84019,3.2437866760932352
28031,55016,4.769366939123053
28031,28008,5.576906400505571
28031,21009,5.66581415155845
28033,34011,0.8814108009322328
28033,72002,2.3449234529084313
28033,27087,2.4419180985446665
28033,67005,3.6324143486116776
28033,13007,4.652601207926594
28039,33019,3.4973986046774823
28039,28074,3.849714794630896
28039,44002,3.9871866021042957
28039,48003,4.539954625323914
28039,18001,6.761645140052826
28040,27084,1.0020319356188205
28040,7003,1.3250207545544332
28040,48005,4.464695734313818
28040,69032,6.144922619529069
28040,47011,6.394015092256195
28043,39095,1.4397249737363036
28043,84016,2.918682750831272
28043,54018,3.096319266483998
28043,21012,4.103731107175517
28043,45003,4.827436586843995
28044,77002,0.9817255217218304
28044,54036,1.0758461785961784
28044,69032,1.41374538018697
28044,79006,1.7729433155067311
28044,3003,2.3656085897713512
28046,23008,1.563464102562
28046,10003,1.9175244457372638
28046,55026,3.253109435601575
28046,71001,3.4958405283994294
28046,25001,4.134861787291082
28048,55008,3.633700180257034
28048,37008,4.503479210565982
28048,31023,4.509106341615819
28048,28082,5.290826494981667
28048,33018,5.856952108392214
28050,7006,2.754292649665246
28050,8004,3.130409557869385
28050,39002,5.447622050032472
28050,34006,5.665638622432603
28050,60002,5.9605960272442555
28052,84013,2.803175699095581
28052,57007,3.600811158614125
28052,40003,4.446310155623424
28052,12001,4.610371460088655
28052,80001,4.721552498913891
28055,39011,0.3897717280665698
28055,60003,5.380102787122194
28055,80005,5.406451423993376
28055,39105,5.7422223049965595
28055,12006,6.428354143946955
28056,40009,3.1210975633581213
28056,27026,3.3522631161649588
28056,27084,5.0859733581685225
28056,35003,5.303935142891549
28056,48005,6.269766582577058
28060,15016,0.9776712126272308
28060,14002,3.367442501365094
28060,51001,3.927049019301898
28060,42026,4.494384607485212
28060,54057,4.51643587356225
28066,50007,4.932537075380173
28066,28080,5.390202964638715
28066,8011,5.73645962245007
28066,42027,5.739491615117144
28066,38030,5.82638704515929
28067,84004,0.6824463348864876
28067,38018,2.970035016628592
28067,28085,3.450090578521092
28067,7002,4.108811263613845
28067,9005,4.291274169754247
28072,39141,1.2460870756090845
28072,18018,2.3250808588090006
28072,27001,3.017575848259659
28072,33021,3.24770087908354
28072,77003,5.26116355951799
28074,33053,1.463083046173388
28074,43018,2.0275862497067787
28074,28093,2.756836774275909
28074,21012,3.301460434413837
28074,28039,3.849714794630896
28080,78004,3.0560001636125613
28080,80005,3.2602191644121103
28080,36011,5.3118463833209635
28080,28066,5.390202964638715
28080,13004,5.6196580856845735
28081,15024,6.048693743280445
28081,28003,6.3389357150865635
28081,29005,6.563518720930108
28081,57008,6.877864930339938
28081,76014,6.988916153453266
28082,27049,1.669415766069076
28082,65008,2.557462218684765
28082,39028,4.316330965067438
28082,58006,5.190398828606526
28082,28048,5.290826494981667
28085,66011,0.7000142855685161
28085,30014,2.1183866502600512
28085,28067,3.450090578521092
28085,84014,4.150415039487015
28085,40005,4.337194715481425
28091,30015,0.6331737518248841
28091,15016,2.9589866508654614
28091,37005,3.829018934400821
28091,9004,3.930814292230046
28091,54036,4.653248435233175
28093,23011,2.0262707124172725
28093,26008,2.4886695240630083
28093,28074,2.756836774275909
28093,39023,4.113265004834967
