basin,watch,warning,severe
33006,3.63,4.51,6.321299999999992
33007,1.94,2.27,3.01
33012,1.45,3.0,8.66649999999996
33013,1.55,2.33,4.722599999999984
33014,2.27,3.08,5.633600000000006
33018,2.2,3.2964999999999964,7.052599999999984
33019,3.88,4.99,7.672599999999984
33020,2.05,3.81,9.728799999999975
33021,2.4739999999999966,3.54,6.946999999999972
33022,5.333000000000011,7.386499999999996,14.1
33023,0.61,0.8764999999999964,1.8612999999999922
33024,1.72,2.37,4.65
33026,35.66,56.08,95.18899999999988
33028,1.52,2.12,4.0
33029,1.05,1.29,1.86
33031,0.64,1.1,3.063700000000008
33032,0.4,0.5,0.69
33033,1.12,1.41,2.22
33034,7.193000000000011,9.55949999999999,16.4
33035,33.3,43.5,71.0
33039,28.2,44.2,69.6
33053,0.56,0.9,2.144599999999991
33054,0.84,1.0,1.25
33058,3.8940000000000055,5.86,12.868000000000029
34002,1.5,2.2,4.435600000000013
34003,1.73,2.1064999999999965,3.4912999999999923
34004,7.37,9.670499999999993,16.9
34005,0.7,0.98,1.86
34006,4.0,6.6,15.21299999999992
34007,1.41,2.42,6.4344000000000054
34008,0.42100000000000365,0.49,0.71
34010,1.6660000000000035,2.8,6.90359999999997
34011,1.62,1.98,3.0
34012,0.57,0.72,0.94
35003,0.59,1.15,3.225699999999997
35008,1.43,2.48,6.3179999999999925
36003,0.4,0.62,1.58
36006,6.35300000000001,10.832499999999982,22.2
36009,0.31,0.55,1.43
36010,0.31,0.61,1.833799999999992
36011,0.48,0.84,2.1978000000000066
36012,2.44,3.29,4.68380000000001
37001,4.726000000000021,7.992999999999993,16.4
37003,0.64,1.14,3.1829999999999927
37005,2.18,3.65,8.772999999999993
37008,2.04,3.38,8.492099999999864
37009,0.66,0.98,2.2212999999999923
37010,2.4539999999999966,3.96,9.622399999999997
37011,0.78,1.39,3.4815999999999985
37018,0.68,1.08,2.34
37019,0.72,1.15,2.53
37020,1.41,2.4,5.693899999999976
37031,0.74,1.33,3.198700000000008
37033,0.12,0.18,0.43
38001,9.15,13.8,29.01299999999992
38003,0.84,1.03,1.5312999999999921
38004,0.94,1.67,4.61
38007,0.4,0.63,1.5
38012,0.24,0.4,0.87
38014,0.41,0.67,1.5688999999999942
38017,0.16,0.19,0.29
38018,2.19,2.76,4.121299999999992
38021,0.53,0.96,2.4
38029,0.29,0.5910000000000036,1.8
38030,0.96,1.38,2.95
39001,154.0,213.0,308.0
39002,67.63000000000011,97.3,143.1299999999992
39004,0.37,0.49,0.9935000000000036
39005,0.95,1.34,2.66
39006,6.35,7.78,10.51649999999996
39007,6.06,8.45949999999999,15.83899999999976
39008,32.7,45.5,70.5
39010,6.8930000000000105,8.4,12.71299999999992
39011,5.233000000000011,7.05,14.5
39012,1.66,2.2,4.05
39014,0.77,0.97,1.5712999999999921
39015,0.64,0.75,1.191299999999992
39016,17.6,22.4,33.0
39017,0.24,0.48,1.2610000000000037
39019,2.92,3.44,5.0
39020,2.7,3.24,4.3012999999999915
39021,9.12300000000001,12.3,17.5
39022,3.8230000000000106,5.26,9.813899999999977
39023,1.53,1.71,2.38
39025,2.91,4.516499999999996,9.96
39027,1.16,1.42,2.11
39028,1.32,1.55,2.031299999999992
39029,0.74,0.91,1.42
39034,8.77,11.864999999999965,17.81299999999992
39035,2.28,2.8464999999999963,3.77
39036,0.14,0.16,0.22
39037,2.11,2.67,3.7
39042,1.92,2.5,3.34
39049,0.64,0.97,2.0
39052,0.86,1.3,2.9112999999999922
39054,0.83,1.45,3.647600000000002
39056,0.82,1.2,2.463099999999995
39061,0.19,0.23,0.31
39065,0.08,0.09,0.15
39069,4.7,8.522999999999993,19.7
39072,128.69999999999982,169.34999999999945,243.54000000000087
39078,1.52,2.21,4.097099999999991
39081,3.54,5.348500000000003,8.961900000000005
39087,2.5660000000000034,3.98,7.7652000000000045
39088,1.01,1.15,1.77
39095,0.31,0.47,0.9345000000000073
39099,1.37,1.78,2.7307999999999995
39101,0.58,0.8709999999999946,1.09
39105,10.5,14.955000000000018,24.4
39108,1.6,1.91,2.504300000000003
39114,0.53,0.74,1.1982999999999993
39120,0.29,0.48,0.85
39125,0.31,0.39349999999999913,0.77
39127,0.35,0.51,0.7134000000000015
39141,12.1,17.5,31.077999999999975
39142,1.36,1.63,2.0644000000000005
39143,2.2,2.74,3.5708000000000037
39144,1.51,1.91,3.103599999999997
40003,24.492000000000008,44.12999999999993,108.0
40004,6.792000000000007,11.3,24.72099999999991
40005,5.253000000000011,9.531499999999996,24.8
40006,0.67,1.12,3.3241999999999825
40007,6.76,10.917999999999992,24.214000000000198
40009,2.51,4.29,10.837999999999921
40010,4.18,7.2475000000000005,16.95
40011,6.04,8.65,15.5
40012,1.34,1.81,3.0
40013,1.17,1.78,4.704399999999987
40016,0.91,1.14,1.8512999999999922
40017,0.66,1.14,3.6144000000000234
40018,1.36,1.82,2.901299999999992
4001,103.7,122.6,198.1619999999999
40020,1.67,2.66,9.202000000000007
40021,0.74,1.23,3.01
40022,2.1490000000000022,2.5114999999999994,3.2026
40033,0.8,0.98,1.45
4003,13.651000000000003,19.080999999999985,36.720200000000006
4005,16.614000000000004,24.572,46.282800000000066
4006,17.566000000000024,24.433999999999997,43.687600000000025
41001,0.4,0.77,2.501299999999992
41003,3.2,5.04,14.089999999999963
41004,7.08,11.787000000000026,20.3
41005,5.007000000000007,7.643500000000004,17.254000000000087
41006,2.34,3.95,11.92399999999987
41011,4.2,6.24,12.6
41012,2.82,4.887499999999999,14.154999999999927
41013,0.35,0.64,1.735599999999995
41014,15.2,32.150000000000006,76.9
41016,0.49,0.84,2.1812999999999922
41019,4.1,6.87,18.620000000000072
41020,1.21,2.18,5.3183
41022,1.44,2.4164999999999965,5.735199999999968
41023,0.9,1.35,3.47
41025,2.64,5.05199999999997,16.076000000000022
41027,0.96,1.48,3.428500000000022
41028,0.7,1.21,2.85
41029,1.09,1.86,5.127999999999993
42001,1.63,2.52,5.532500000000001
42003,2.65,4.331000000000004,8.59
42004,15.957000000000008,19.2,27.321100000000023
42006,1.99,2.46,3.75
42008,1.03,1.25,2.091299999999992
42010,7.91,9.26,12.603899999999976
42011,0.94,1.35,2.64
42016,5.94,6.85,9.87
42024,9.29,11.2,13.4
42026,1.87,2.288499999999999,3.628500000000001
42027,2.6370000000000005,3.006999999999998,3.9955000000000043
43005,6.89,8.45,11.522599999999983
43006,5.97,7.6,11.091299999999991
43007,31.9,45.0,75.38800000000046
43008,8.883000000000012,10.906499999999996,16.1
43009,17.5,29.8,61.61299999999992
43014,1.28,1.58,2.34
43017,1.59,2.15,3.63
43018,4.64,5.64,7.9411999999999905
43021,40.0,56.0,85.59460000000004
44001,12.43,15.11,19.72
44002,4.89,6.14,8.362599999999983
44006,0.37,0.45,0.6
44009,0.66,0.81,1.07
44011,1.28,1.9,3.3796000000000004
45001,39.8,53.2,91.22599999999984
45003,8.053000000000011,12.2,24.3
45004,11.2,18.1,38.42599999999984
45005,6.3,9.902999999999993,22.0
45009,10.9,14.8,24.6
45012,9.1,14.1,28.135000000000037
46003,25.5,35.2,65.11299999999991
46005,2.72,4.07,8.37129999999999
46008,8.36,11.5,20.631999999999973
47001,57.1,82.16499999999996,145.0
47004,11.05,15.076499999999996,23.385199999999966
47005,8.024999999999999,12.6475,24.98050000000001
47008,6.0,8.72,16.2
47009,2.5,3.37,5.231299999999992
47011,5.748000000000002,8.15199999999997,14.827999999999975
47014,3.89,5.12,9.494000000000014
47018,3.63,5.48,11.002000000000017
48003,4.64,6.06,8.84
48004,1.86,2.35,3.7212999999999923
48005,0.99,1.29,2.021299999999992
48011,11.08,14.57,23.152599999999982
49001,13.59,17.496499999999997,27.54
49002,2.24,2.7444999999999893,3.876900000000005
49004,1.73,2.27,3.7012999999999923
50001,48.930000000000106,68.22999999999992,114.0
50002,40.9,61.46999999999989,116.0
50006,22.0,29.7,52.4
50007,4.54,6.748999999999996,12.978000000000065
50008,4.202000000000007,6.386000000000004,13.0
50011,6.18,9.097999999999992,18.7
5003,62.43,79.21199999999995,118.88800000000002
51001,2.36,3.28,5.76
52004,3.14,4.846999999999989,9.948399999999964
52005,6.98,9.706499999999997,17.5
52006,6.203000000000011,9.45,20.38
52007,2.46,4.5864999999999965,8.831299999999992
52009,2.28,2.8985000000000034,4.419399999999987
52010,5.0,6.91,12.121999999999934
52011,2.08,3.51,7.2
52015,0.57,0.78,1.25
52016,0.45,0.59,0.97
53005,5.2,7.37,12.707399999999998
53006,4.34,7.12,15.0
53007,8.973000000000011,13.1,22.91299999999992
53008,8.35300000000001,11.8,21.1
53009,2.91,4.0494999999999886,6.58380000000001
53013,2.61,3.73,6.812599999999984
53017,1.4,2.1,4.07
53018,51.661000000000186,71.9365,121.22599999999984
53022,50.57800000000001,70.41699999999999,120.06800000000003
53023,2.44,3.22,5.11
53028,4.09,5.01,8.216099999999969
54001,145.0,199.0,301.9129999999999
54002,35.610000000000035,56.40499999999992,107.0
54003,4.92,7.65,17.522799999999986
54004,5.66,7.98,15.46299999999992
54005,112.49000000000034,153.0,243.22599999999983
54007,5.36,8.71,19.9
54008,36.4,53.2,84.95700000000016
54011,2.44,3.762999999999993,8.395200000000004
54012,12.7,17.5,29.785000000000036
54015,2.237000000000007,4.17,10.23
54016,4.47,6.43,9.4
54017,4.233000000000011,7.851499999999996,16.975199999999965
54018,4.08,6.17,11.653500000000005
54019,5.7,8.643999999999997,17.3
54020,3.31,4.71,8.081299999999992
54022,1.25,1.95,3.86
54024,2.15,2.94,5.19
54025,3.7130000000000107,5.36,8.701299999999991
54027,4.76,5.86,8.36
54028,49.98,72.01199999999997,134.92599999999985
54029,41.9,61.4,111.0
54032,222.0,286.0,380.25
54034,0.95,1.54,3.2859999999999854
54036,1.38,2.02,4.512000000000007
54038,15.9,22.8,38.9
54044,1.3970000000000071,1.8,2.9327000000000045
54048,1.45,2.35,5.155999999999967
54049,5.15,8.414499999999999,18.04380000000001
54052,0.61,0.87,1.55
54057,262.60000000000036,364.0,482.0
54060,0.23,0.33,0.9281999999999971
54063,1.88,2.59,5.37
54080,16.7,22.44399999999999,33.6748
54095,147.0,205.0,314.0
54096,0.62,0.84,2.2977999999999974
55002,114.76000000000022,162.46499999999997,284.62599999999986
55007,97.83000000000011,134.0,236.0
55008,1.66,2.5,5.06
55013,5.52,7.76,14.082599999999983
55014,8.77,11.8,19.7
55016,21.23000000000011,31.2,54.6
55018,2.59,4.3125,9.39
55021,13.05,17.9,31.309999999999857
55023,179.0,254.0,406.0
55025,5.53,7.73,14.5
55026,17.1,24.364999999999963,42.8
55029,14.1,20.889499999999988,45.4
55032,13.268999999999997,22.248999999999977,44.71490000000011
56001,67.5,95.5,173.3899999999976
56002,17.28,24.235000000000017,41.04380000000003
56007,2.4439999999999964,3.78,7.489400000000005
56012,4.653999999999996,6.23,9.992199999999993
56013,4.6820000000000075,6.6,11.595200000000004
57004,11.039000000000032,16.55,30.95649999999996
57005,46.4,71.1,135.0
57006,13.8,20.2,39.1
57007,16.0,23.4,44.96479999999996
57008,13.19,19.175999999999984,36.04880000000005
57009,10.8,15.0,26.765999999999984
58001,14.95,20.3,34.422099999999865
58002,23.69,35.37,68.18559999999987
58006,7.63,10.985999999999986,20.968600000000006
58008,4.931000000000004,7.15,13.7641
58009,3.95,5.39,9.79129999999999
58010,1.65,2.64,5.319100000000008
58012,11.823000000000002,16.781499999999998,30.146399999999993
59001,29.177000000000007,41.98250000000002,80.94900000000055
60002,27.586000000000002,38.38599999999999,70.50719999999998
60003,16.90300000000001,23.258499999999966,41.97389999999997
60005,5.735,8.23,15.555
60006,11.653000000000011,16.13,29.090399999999935
60010,94.36500000000001,131.425,217.375
60012,1.86,2.68,4.82
6007,183.7,241.96499999999924,356.41900000000004
6008,8.511000000000003,12.6,25.026100000000007
61001,12.2,16.0,25.91299999999992
61002,13.403000000000011,18.102999999999994,32.373000000000026
62001,67.14900000000003,88.93,147.6779999999995
63001,14.493999999999996,20.60699999999999,35.507000000000005
63004,5.1,7.45,15.844099999999845
64001,55.858000000000025,79.5785,148.6310000000001
64002,9.85,12.9725,22.440499999999993
64006,3.5330000000000106,4.59,7.569099999999944
65001,13.67,19.626499999999997,35.948199999999886
65004,5.21,6.907000000000007,11.21
65005,1.2960000000000036,1.82,3.163600000000006
65006,10.81,14.883999999999979,24.329400000000003
65007,5.867000000000007,8.11,14.5
65008,2.9,4.38,8.262799999999988
66001,14.6,19.9,32.7
66004,1.38,1.69,2.54
66006,10.75,14.75,26.200000000000074
66011,45.29500000000005,67.39449999999995,131.92599999999985
67001,29.83600000000002,38.646499999999996,60.635599999999904
67005,6.99,9.648999999999978,17.2
67006,11.53,15.83,29.207799999999953
67008,5.52,7.459499999999989,12.92599999999984
67010,1.8,2.85,5.17
67015,70.15300000000002,91.79249999999999,145.32599999999985
67018,7.92,11.722999999999994,22.683899999999976
67025,2.79,3.92,7.709299999999985
67033,92.786,121.95499999999997,178.9660000000001
68001,12.1,17.3,31.951499999999978
68003,11.5,16.2,27.8
68004,1.55,2.2,4.475999999999986
68005,3.34,4.69,8.16
68020,2.36,3.6,8.142999999999994
69002,36.0,50.3,88.14299999999984
69007,27.55,38.204000000000015,68.24759999999995
69012,2.45,3.27,5.773899999999994
69015,7.54,10.8,21.01200000000008
69017,9.35,13.3,24.0
69023,10.4,14.2,26.2
69027,8.135000000000002,11.4,21.470000000000073
69030,5.467000000000007,7.57,13.23700000000008
69032,2.82,3.96,6.896800000000003
69043,3.15,4.375999999999994,7.941600000000008
70002,8.1,11.2,20.21900000000005
7001,31.72,46.952999999999996,89.86649999999996
7002,42.83,62.02249999999998,115.42599999999985
7003,4.93,7.306499999999996,15.582599999999983
7005,5.96,8.983499999999994,19.74449999999998
7006,0.71,1.11,2.4441000000000077
71001,81.5300000000001,120.0,213.0
71004,20.1,28.7,53.3
71006,34.733999999999995,51.19699999999999,93.32839999999996
71008,21.4,31.8,64.23099999999995
71014,8.07,11.5,23.668000000000028
72002,15.9,23.5,43.72599999999984
72004,88.5300000000001,132.0,241.0
72005,24.3,36.5,66.3
72007,1.97,2.9834999999999674,6.00380000000001
72009,10.825000000000037,16.852500000000017,34.38810000000011
72014,1.62,2.36,4.51
72015,15.778000000000011,24.48499999999998,46.52789999999994
73005,21.5,29.4,51.9649999999996
73009,4.64,6.803999999999996,12.1
73010,32.67900000000004,41.326499999999996,59.01129999999999
73011,5.97,8.52,15.75800000000003
73014,12.77,18.31199999999999,32.12039999999999
73015,1.29,1.97,3.77
74001,12.2,17.0,30.5
74005,11.8,16.4,28.40100000000002
74006,4.032000000000007,5.781000000000004,10.9
74007,10.5,15.2,28.53099999999995
75003,40.08,52.25,76.81400000000002
75004,12.633000000000012,17.126499999999997,28.729099999999942
75017,5.23,7.31,13.5
76003,33.5,47.06,87.32099999999996
76005,33.7,52.5,106.0
76007,116.32000000000008,162.24000000000012,294.1319999999996
76008,17.8,27.2,54.3
76011,0.12,0.19,0.4
76014,6.343000000000011,10.2,22.1
77002,41.689000000000036,59.090499999999935,106.12599999999983
77003,25.35,37.474499999999985,72.8281
77004,4.51,6.793999999999996,12.623199999999997
78003,71.18300000000002,97.93249999999999,163.03899999999976
78004,7.23,10.726499999999996,20.060399999999937
78006,21.194,29.9,52.062000000000026
79002,70.71,97.1595,161.2
79003,16.44,23.17949999999999,38.88649999999996
79004,14.406000000000022,21.1165,37.20039999999993
79005,20.193000000000012,28.626499999999997,51.229099999999946
79006,45.042000000000044,64.09599999999999,106.8
80001,15.35300000000001,21.19,37.942599999999985
80002,102.83000000000011,125.10499999999992,168.60400000000007
80003,1.13,1.67,2.6803999999999903
80004,0.56,0.84,1.3460999999999967
80005,0.41,0.61,1.0998999999999979
80006,2.645,3.33,4.61
8004,26.47600000000002,37.046499999999995,68.48779999999995
8005,57.87300000000001,80.57249999999999,138.50799999999873
8006,124.5,162.2,253.41299999999993
8009,13.303000000000011,19.326499999999996,37.398599999999824
8011,4.01,5.62,11.08760000000002
8013,15.977999999999998,23.297999999999984,43.57599999999999
81002,39.94300000000001,57.199499999999986,100.5
81003,16.89,24.536499999999997,43.116899999999895
81004,25.961000000000006,35.71549999999999,59.71129999999988
81006,19.54799999999999,27.525499999999983,45.74760000000002
81007,8.7,13.355,24.63550000000041
82001,16.45,24.486499999999996,44.44649999999996
82003,26.04200000000001,37.48799999999999,67.02400000000023
83003,13.29,19.512999999999995,34.39
83004,15.063999999999997,22.221999999999934,41.633999999999936
83006,40.9,61.6379999999999,106.04400000000005
83007,4.58,6.886000000000004,12.083600000000024
83009,16.335,25.04,48.623
83010,6.3,9.23,16.919000000000015
83013,17.343999999999998,26.065999999999995,45.69760000000001
84001,19.657000000000007,27.2235,44.51540000000001
84004,44.17,60.35499999999996,106.55199999999968
84005,105.4,144.6,239.6319999999989
84008,4.168000000000011,6.173999999999996,11.4208
84009,4.17,6.11,10.957000000000008
84012,17.79,25.5,45.76559999999991
84013,115.68999999999997,159.3,260.77100000000047
84014,20.73,31.1,58.128500000000095
84016,2.0,3.0,5.831299999999992
84017,12.50300000000001,16.2065,22.991299999999992
84018,60.14300000000001,80.23,133.53899999999976
84019,5.61,8.135000000000002,15.184000000000013
84020,5.19,7.7,13.903300000000073
84022,7.31,10.66,19.718400000000017
84026,3.2320000000000073,4.55,8.374399999999987
84030,9.32,13.43,24.696699999999964
85001,90.15,104.45,130.05499999999992
85002,19.992000000000008,29.27,52.64080000000001
85003,16.658999999999995,24.69899999999998,45.770900000000005
85004,6.85300000000001,9.77,16.09010000000002
88001,6.97,9.99,16.237999999999982
89002,12.282000000000007,19.130999999999986,35.08160000000003
89003,60.14,91.23,177.9
89005,11.848,17.61899999999996,40.7849999999998
89007,4.306999999999998,6.02,10.451699999999901
90003,16.116000000000003,23.34,43.59000000000001
9002,32.12,45.11,86.8293999999997
9003,5.33,7.97,17.60789999999999
9004,5.91,7.473499999999994,13.108099999999986
9005,2.96,4.56,9.743899999999977
92001,44.33100000000003,52.778500000000015,66.6998
93001,26.550999999999995,37.5035,73.13700000000004
94001,63.27300000000001,76.19649999999997,104.33099999999995
95001,16.6,20.19449999999999,29.60540000000001
96001,13.061000000000003,19.675499999999992,36.48819999999989
96002,36.93500000000004,50.096500000000034,83.83119999999995
96004,18.05,26.78,51.157699999999984
97002,20.78,29.78,52.61500000000018
